tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,hit_IDs,num_hits_y
6636198,[10.55589575],[10.01514354],[-0.17310278],[-0.10039797],4,[],0
6636714,[21.75154402],[19.34731449],[0.2675821],[-0.41222334],6,[],0
6636715,[22.54903441],[22.52741661],[-0.01937653],[1.60885113],11,[],0
6637789,[22.35652814],[11.5281251],[-0.56474883],[1.18387737],6,[],0
6637809,[26.63080703],[19.68340651],[-0.40421159],[-1.2393251],4,[],0
6637839,[12.45654991],[9.59389404],[-0.3780313],[-0.28978671],5,"[201794498, 170829868, 86297837]",3
6638264,[23.75275684],[13.01611484],[0.55333426],[0.36805302],5,[],0
6638496,[19.66159981],[19.54342004],[-0.0558585],[0.17730311],5,[],0
6639480,[19.03396639],[18.62945921],[0.11918854],[-0.49336929],16,[],0
6639489,[9.36534932],[6.32768721],[-0.4540681],[-0.61268228],4,[],0
6640308,[19.72409687],[9.38318766],[0.59993868],[1.20737953],5,[],0
6640322,[13.99223756],[9.73057313],[0.44871332],[-0.75039155],7,[],0
6640913,[8.90858896],[8.12515104],[0.2387839],[-0.25122525],10,[],0
6641126,[17.64695341],[16.76810535],[0.18029848],[0.17285824],7,[],0
6641142,[25.65743756],[24.73832203],[0.15347065],[0.85600228],6,[],0
6641687,[26.88884282],[26.58289854],[-0.07871604],[-1.50904348],7,[],0
6641688,[24.14071522],[24.0748703],[0.04575615],[0.3755066],17,[],0
6641689,[7.45593965],[7.10406908],[0.17563713],[-0.36872836],8,[],0
6642882,[5.18592595],[5.11439394],[-0.08721426],[0.95995962],10,[],0
6642891,[27.74436007],[27.72721965],[-0.01459425],[-1.02949253],4,[],0
6643740,[5.38250234],[5.13854219],[-0.16248923],[0.82094216],8,[],0
6643830,[15.46335426],[15.3231935],[0.07945235],[-0.85210069],20,"[254403848, 160541705, 181026832, 256500980, 82061750, 162638840]",6
6645712,[22.25593794],[17.99702643],[-0.34329057],[0.80027466],6,"[202225856, 183415595, 69413429, 424715462]",4
6646724,[23.00473197],[22.30263563],[0.14197112],[-1.73282421],5,[],0
6646764,[24.44425071],[16.56136237],[0.46231419],[0.58032209],6,[],0
6647585,[23.59061694],[22.95295754],[-0.1241295],[-1.47586454],4,[],0
6647589,[14.77965092],[7.55227873],[-0.56778815],[1.41139738],4,[],0
6647611,[9.58835295],[8.23343021],[0.30275952],[0.62220835],8,[],0
6647699,[18.61241228],[10.40015345],[0.54617876],[0.32961477],6,[],0
6648678,[23.51574489],[23.51251575],[-0.00430961],[-0.90022662],100,"[69380609, 69370385, 179734041, 233582622, 162429991, 233758250, 181269061, 179469391, 69282391, 162488919, 12716638, 181301861, 181326957, 181366394, 2169468, 162431612, 12658301, 2235528, 12722314, 255193744, 162487958, 256735382, 12756633, 181359265, 181312163, 235804838, 84076215, 2172606, 774352579, 84019397, 256768201, 238510288, 256832730, 84004061, 83961569, 71478002, 254730497, 81927942, 69277964, 69313293, 69347597, 81962256, 233703191, 233724696, 254725913, 69344027, 12998940, 254677789, 162756381, 233640745, 254652723, 69344573, 69396803, 233789763, 162437959, 162495816, 12773201, 12652385, 181191521, 162419045, 2271597, 778567540, 12699509, 181349759, 2205568, 181362049, 162310531, 162372483, 162455431, 162522014, 2235305, 2288046, 69641646, 256657330, 181287869, 235864002, 235806150, 83954635, 256793042, 84068819, 235787746, 84116971, 256815602, 84025334]",84
6648702,[23.75535998],[19.02430708],[-0.35055853],[1.21465973],7,[],0
6648728,[19.28495202],[11.03089365],[-0.52757622],[1.30176766],6,"[4516418, 73620323, 143441769, 498083017, 214630382, 426721055]",6
6648734,[17.46711353],[16.53015805],[-0.17726763],[-0.21099013],4,[],0
6648817,[15.84103036],[14.68307857],[-0.20810549],[-0.83866084],10,"[448012642, 506996971, 84150995, 178807828, 254290079]",5
6649494,[27.24063343],[23.8103019],[0.28565247],[0.18412897],6,[],0
6649751,[15.5501445],[14.51988462],[-0.1977722],[-0.58388429],4,[],0
6649812,[27.59339408],[16.10431578],[-0.51966342],[-1.40668312],5,[],0
6650725,[24.21125162],[22.3412206],[-0.214119],[-1.11454724],4,[],0
6650758,[22.13037769],[22.04173428],[0.05442425],[-1.35614734],10,[],0
6651583,[29.17465612],[21.55547591],[-0.40443753],[-0.77091438],5,[],0
6652254,[26.21255634],[22.45554805],[0.3048843],[0.68907332],10,[],0
6653361,[25.87427684],[25.15766147],[-0.12571472],[0.07973026],9,[],0
6653443,[27.95490512],[27.57914924],[0.09572182],[1.11356037],9,[],0
6653471,[14.8488205],[11.42940305],[-0.37842718],[0.38101201],6,[],0
6653516,[19.02051048],[11.46732586],[-0.50643876],[-1.43510635],5,[],0
6653605,[25.87743893],[25.63550764],[0.08061316],[-1.53022871],5,[],0
6654229,[23.47410988],[11.1137848],[0.60135541],[-0.46912219],5,[],0
6654360,[19.86487525],[13.104014],[-0.46589245],[-0.90658691],6,[],0
6655431,[27.80494091],[26.35363923],[-0.17476576],[-1.17577811],7,[],0
6655450,[17.08533027],[16.21150053],[0.1826699],[0.47186241],8,[],0
6656211,[19.2475073],[18.32026506],[-0.16765565],[1.50349757],11,"[431259552, 502547448, 75794420, 416807444]",4
6657334,[22.77473173],[11.16738089],[-0.58095809],[-0.03299872],4,[],0
6657353,[9.56524142],[6.884452],[0.42970072],[-0.00392352],5,[],0
6658203,[5.22793029],[5.22019695],[-0.02525859],[0.62847458],22,[],0
6658397,[27.76101076],[23.11265316],[-0.32010416],[-0.91164677],6,[],0
6658947,[19.26597943],[15.2523022],[0.36868839],[-0.82409933],6,[],0
6659170,[21.70743126],[17.8547695],[0.33973946],[-0.78057528],6,"[162592025, 12733842, 84020203, 235990396]",4
6659221,[25.66130494],[21.27587065],[0.33327034],[0.4219596],6,[],0
6659948,[24.81384922],[23.66881321],[-0.16394848],[0.13648825],10,[],0
6660117,[20.17932234],[15.32896729],[0.39679705],[0.31499256],5,[],0
6661143,[17.01442095],[7.93637181],[-0.59604337],[-0.70685738],5,[],0
6661396,[20.2665844],[19.98216377],[-0.08798282],[-0.5367167],9,[],0
6661485,[6.73440658],[6.35178208],[0.19240087],[-0.88474802],4,[],0
6662250,[26.34779401],[22.1827993],[-0.31062572],[1.66555126],6,[],0
6663029,[16.59658518],[15.64855236],[0.19286901],[1.44865781],6,[],0
6663033,[24.28516113],[24.10243578],[-0.06308153],[-0.59811843],4,[],0
6663936,[25.59375029],[24.33862578],[0.17893344],[-1.60964442],11,[],0
6664131,[24.08412161],[22.48200331],[-0.19817447],[-0.95162068],4,[],0
6664157,[21.48696366],[21.48447465],[0.0132892],[0.25228622],66,"[147886336, 441730, 71300, 179201273, 77885447, 204940553, 67186442, 177400843, 177103883, 217185933, 217311121, 147917330, 77909777, 77666838, 8678934, 67185687, 177109785, 67393181, 217056286, 147748384, 8702498, 147731242, 252756651, 8460590, 174640, 252558640, 216922931, 252600116, 252867381, 306872, 217468345, 252569660, 216904767, 78045248, 255116099, 217090627, 67548997, 67179333, 179645255, 149838532, 252575817, 76874, 211264076, 148015181, 144196945, 284882, 8837970, 77653, 177269592, 77666649, 77676636, 148139874, 219012580, 179191014, 179233510, 69380327, 149983978, 137861099, 8461169, 8470385, 79982837, 179497977, 148298874, 252735355, 177289085, 67414911]",66
6664175,[28.2318976],[26.28499279],[0.21163123],[0.47761927],7,[],0
6665522,[14.80051373],[14.78202629],[-0.02280764],[-1.398236],22,"[10715346, 225407610, 79922076, 170906158]",4
6666284,[10.31960839],[8.51297272],[-0.32769859],[0.05748777],5,[],0
6666326,[18.18315075],[11.01213581],[0.51427252],[-1.02863089],7,[],0
6666463,[17.07884691],[14.65012014],[0.30369354],[1.52720047],4,[],0
6666826,[24.79419673],[24.60180697],[0.07386452],[-0.3148972],8,[],0
6667968,[18.48838622],[16.28325033],[-0.26825708],[-1.66946564],6,[],0
6668067,[28.05534733],[28.04870177],[-0.00718435],[-0.21088088],146,"[259147779, 86340614, 86248966, 139432455, 86309898, 4438029, 170886158, 14821902, 244662799, 246597623, 171219988, 4341270, 135604252, 183558684, 171014691, 14828580, 86363173, 171180582, 256758309, 4455463, 208652333, 202681903, 139684403, 86131255, 244249145, 171023930, 244297273, 73645119, 15046209, 73669698, 171297350, 256558158, 86349907, 14903388, 208544355, 15067751, 259027048, 208582250, 122477, 86370936, 141574291, 208611483, 141781669, 244389031, 171022002, 6680243, 330932, 183381178, 246547642, 141711045, 141506253, 208854225, 141641940, 141683926, 173179608, 2214619, 131294, 246351070, 75714796, 399086, 67239664, 202524913, 67465971, 67374836, 141529844, 15079170, 86114563, 244500231, 139438856, 139404042, 244383499, 86383377, 73765651, 4462870, 15059223, 244301085, 244088606, 86124831, 69316896, 4346657, 244388638, 73592099, 14913315, 171133733, 171034412, 86214963, 73771831, 208856890, 73548098, 14875972, 204790084, 170879307, 208760654, 73553233, 73661267, 170925395, 73736023, 170940248, 170729313, 244237154, 137717091, 86207343, 208716143, 170869105, 208761209, 71638906, 244403067, 15123844, 141660549, 244186504, 171038089, 170817937, 86427540, 208577432, 244283292, 170917288, 71617961, 141685678, 135441840, 246677940, 352186, 244458430, 6509503, 141467588, 67439047, 171092424, 183182281, 246494676, 6656982, 75886560, 6483938, 266210, 246647791, 67240433, 141536245, 141501431, 67435512]",137
6669126,[6.13257516],[6.12055307],[0.03953951],[1.16807771],17,[],0
6669244,[18.97948696],[18.91544968],[0.05034853],[-1.71639948],16,"[396962, 171144131, 169050146, 8713190, 150183302, 169272649, 149991374, 221471152, 150194546, 242413971, 242415956, 77918165, 67506102, 221453267, 219167064, 242631897]",16
6670481,[12.59314091],[12.57600842],[-0.02401582],[-0.84826725],26,"[162424320, 162411268, 252571143, 81854728, 179076493, 81867794, 12779421, 2165920, 69279009, 12661412, 164520868, 179206967, 83958202, 69274688, 179201603, 235774275, 235792196, 237889760, 12654689, 254671843, 252450408, 164521711, 164508915, 254668533, 83951865, 2170491]",26
6670729,[24.546138],[16.36474914],[0.47040459],[0.57207829],4,[],0
6671401,[19.21360159],[11.24982154],[-0.5183998],[1.17644859],7,[],0
6671403,[15.05191208],[14.72962041],[-0.10989644],[-1.25248026],14,"[168519200, 158078564, 239800618, 244027663, 176988367, 172757903, 158355412, 250364119, 79998329]",9
6671577,[21.57868802],[18.78581789],[-0.27989459],[1.42741333],5,[],0
6671589,[21.97285022],[21.91882929],[-0.03395926],[1.28548789],10,"[235732128, 4441730, 212571939, 73649060, 143414386, 141530226]",6
6671644,[25.13361478],[21.28168062],[-0.30564842],[1.40970219],6,[],0
6672516,[22.55043331],[19.94813584],[0.27341713],[-1.52418805],6,[],0
6672769,[22.41461473],[20.65697188],[-0.21580519],[-0.85785856],4,[],0
6673683,[18.74862663],[16.9955712],[0.24614745],[0.90914121],6,"[2484120, 204668993, 71675362, 137564644]",4
6673909,[23.2376548],[5.82642309],[-0.72435364],[0.17929824],4,[],0
6673954,[25.85955069],[18.38140486],[0.43669423],[0.74739902],4,[],0
6674171,[24.84379317],[24.71701236],[0.06080849],[0.65572376],37,"[183675424, 154298305, 259141124, 71755911, 135560333, 8846607, 4647665, 154669075, 202518260, 223568213, 71561846, 183482389, 223469144, 4454876]",14
6674312,[17.83646295],[15.60361803],[-0.27509101],[-1.1914506],7,[],0
6674892,[26.82108625],[26.6083978],[-0.06489116],[1.56319979],12,[],0
6675756,[20.7178429],[20.14501034],[0.13533435],[-0.864181],51,[],0
6675789,[14.98444086],[12.78600822],[-0.29879193],[-0.85381652],6,[],0
6676806,[29.17762989],[29.17332282],[-0.00464716],[0.34249009],73,"[179519233, 67474946, 69567363, 77732226, 217146119, 179437961, 69417614, 219243920, 177333523, 8595092, 179325332, 179265686, 147974168, 77808542, 69344926, 179317407, 77845662, 150070945, 8526500, 69637670, 69418664, 2347180, 219149999, 2458808, 219082682, 149974974, 8602560, 8639681, 217187395, 2308804, 252786250, 77962059, 8752078, 148015695, 149908174, 219097808, 254903253, 219133654, 78048986, 2532954, 254731231, 69583840, 2309090, 252796515, 179289449, 149960938, 8756075, 179418859, 181616366, 77800305, 69572339, 219243766, 69455990]",53
6676822,[28.20419695],[23.25862399],[-0.32792202],[0.81045949],6,[],0
6677389,[25.0022172],[24.98820573],[0.02339604],[-0.20057601],49,"[82134657, 82205313, 8722565, 82125197, 238088463, 80116367, 80121754, 8731291, 77988125, 84058909, 214998306, 145887011, 166655912, 6641193, 8794408, 80126895, 8820272, 75847986, 78031416, 75775545, 145827391, 80117571, 237928005, 77929036, 77937750, 80125788, 80125789, 80123242, 80123498, 80123499, 80123757, 217156590, 86254314, 80123756, 166816886, 8820599, 82127993]",37
6677390,[21.2962573],[19.50702323],[-0.22366192],[1.73183032],6,[],0
6677391,[12.18877316],[9.44186654],[0.38388369],[1.10263314],5,[],0
6677613,[15.36002948],[13.88960136],[0.24905886],[1.17538958],6,[],0
6677683,[26.04697152],[19.72128715],[-0.38917661],[1.35775471],7,[],0
6678375,[27.18510823],[27.10628579],[-0.03729789],[-0.84334252],16,"[243861511, 254257230, 172604624, 448327347, 180884691, 82075766, 245959158, 160208730]",8
6679151,[16.60332589],[11.36443436],[0.45708182],[0.84424596],7,[],0
6679153,[20.35712232],[20.25759513],[-0.0498953],[-0.2448035],6,[],0
6679380,[25.90780828],[25.84204629],[0.04431119],[0.30945444],13,"[149684872, 179253185, 69558469, 252618510]",4
6680148,[24.56704394],[24.45552946],[0.05762446],[1.3657429],10,[],0
6680149,[22.69085862],[19.77082278],[-0.27905997],[-0.50337428],6,[],0
6680150,[11.22915169],[6.97741665],[0.50328054],[0.02688065],4,[],0
6680423,[26.6129425],[26.61251753],[0.00173559],[-1.14639805],33,"[177076737, 225447430, 2357126, 176876555, 252638093, 8530963, 79834798, 79953583, 252343477, 178973943, 156188606, 156206017, 227457988, 69344325, 227475654, 80013765, 179269838, 69465679, 156274921, 179279850, 179174124, 79812980, 156075893, 227343990, 227544823, 2236029]",26
6681167,[24.44006839],[23.47972425],[0.16055073],[-1.53801606],8,[],0
6681279,[25.67561092],[22.95357191],[0.26205517],[-0.00573286],6,[],0
6682920,[23.99820426],[17.74330985],[-0.40402007],[0.25438046],7,[],0
6683115,[25.72879286],[14.56732677],[-0.53146728],[1.43029182],5,[],0
6683155,[28.56418383],[26.9108665],[-0.18438632],[1.36359615],4,[],0
6684023,[12.86154379],[10.12303226],[0.37285361],[-0.56131373],6,[],0
6684076,[15.55392504],[15.26387009],[-0.10220917],[-0.705447],7,[],0
6685161,[26.61799612],[21.35294553],[-0.34929843],[0.34846676],6,[],0
6685261,[15.02540028],[14.90080766],[0.0762013],[-0.64594675],6,"[236086894, 183852603, 162713438, 82245623]",4
6685884,[26.33259831],[12.44354584],[0.60191071],[-0.20318295],4,[],0
6685885,[25.29226544],[11.56036109],[-0.6018651],[-1.6255688],5,[],0
6686010,[21.22894087],[9.91187783],[0.60546755],[-0.23372579],4,[],0
6686596,[18.16639062],[12.74037058],[0.44413991],[0.9795464],5,[],0
6686779,[16.35960256],[11.8255817],[0.42716287],[-1.14850138],6,[],0
6686787,[17.50055374],[16.39755596],[0.20244438],[-0.06222466],6,[],0
6686827,[27.62565707],[19.32341019],[-0.43581977],[1.11244441],4,[],0
6687340,[28.88926115],[24.16088086],[-0.31631697],[-0.34960964],9,[],0
6687557,[12.41119412],[4.01769686],[-0.68223441],[-1.72181392],4,[],0
6687870,[22.63458215],[13.58083104],[-0.50842927],[0.3095808],6,"[69460872, 415858379, 2327757, 482993703]",4
6688927,[16.48746652],[12.0101592],[-0.41293819],[-0.79213625],6,[],0
6688974,[28.18422506],[28.05345863],[0.05820519],[-0.34106768],9,[],0
6688995,[27.64359573],[26.68268819],[0.15123716],[-1.37847923],6,"[152140340, 223422589, 8696662, 77895966]",4
6689922,[21.13722639],[18.71482096],[-0.26274615],[0.20750198],7,[],0
6689949,[9.78847164],[8.65161306],[-0.26460961],[0.60250073],6,[],0
6690465,[20.80971509],[18.76166489],[-0.24278202],[0.44984481],6,[],0
6691370,[25.64846193],[25.11757548],[-0.10795404],[1.0340524],8,[],0
6691406,[24.51655479],[24.12057318],[-0.09475737],[-1.02857558],4,[],0
6691421,[16.08096069],[15.24580284],[0.1840507],[1.09638424],4,[],0
6692057,[12.32006049],[11.41308935],[-0.20887944],[-0.24498131],6,[],0
6692120,[26.54949624],[25.99536949],[0.118153],[0.49492273],4,[],0
6692151,[22.67653603],[13.19783824],[-0.52078139],[0.47930212],4,[],0
6692873,[24.67695826],[9.92554614],[-0.63550049],[-1.46042669],7,[],0
6693402,[21.65186604],[21.56039482],[-0.04603541],[-0.19643848],39,"[210562176, 246562433, 73520773, 244251782, 170755720, 211111562, 86313613, 6416142, 210849679, 4618256, 210585491, 15012755, 73800728, 6638365, 4323623, 209064619, 4527021, 141992241, 253098804, 75621174, 170790454, 244122939, 86098365, 75846464, 170886849, 14798018, 177631684, 246262733, 143486159, 143780570, 144040923, 71490012, 173189597, 143507169, 71671138, 2270313, 14929387, 86234607, 73654652]",39
6693590,[22.44360597],[18.01129405],[0.35874113],[-1.29618978],6,[],0
6693640,[29.14053709],[29.06830601],[-0.03411729],[-1.6796997],4,[],0
6694411,[14.42910767],[11.60786991],[-0.34721072],[1.06561435],7,[],0
6694412,[24.41098406],[23.87345017],[-0.11151348],[-0.90702891],9,[],0
6695061,[15.82235482],[12.98804],[0.34135876],[1.3107395],6,[],0
6695126,[24.36949005],[22.88917658],[-0.18906173],[-1.57882268],10,"[77862470, 489666119, 152089066, 439904885, 495795289, 426581692]",6
6696356,[10.96149175],[10.67729764],[-0.12147205],[1.0185598],6,[],0
6696463,[18.58241778],[7.8953999],[-0.62174199],[0.14510666],8,"[245505, 254341444, 474975493, 409899495, 178981482, 2335981, 477070577, 69347516]",8
6697078,[14.48930539],[10.12870724],[-0.43618699],[0.02779246],6,[],0
6697104,[27.17917065],[26.77714636],[0.10018679],[-1.28263407],5,[],0
6697112,[15.92929952],[10.51965559],[0.47509046],[0.10701048],5,[],0
6697181,[27.27915378],[21.7408632],[-0.35411126],[0.9553732],4,[],0
6697761,[25.52735558],[23.98644421],[-0.1884448],[-1.10922937],6,[],0
6698001,[22.551923],[21.64117966],[-0.15298459],[1.30742911],4,[],0
6698444,[19.74225249],[9.90181956],[0.58354734],[-1.10287693],6,[],0
6698719,[23.34441694],[18.91001916],[0.35169179],[0.48554608],6,"[69603144, 181722472, 257216359, 2509975]",4
6698727,[13.35990386],[13.11016408],[-0.10234112],[0.82687498],13,[],0
6699709,[22.43856938],[22.43121003],[-0.00931361],[-1.27114935],21,[],0
6699730,[18.33292661],[18.28515135],[-0.03510788],[1.63463393],10,"[239755746, 166487878, 147725191, 216896044, 147590319, 75579954, 216761943, 6372409]",8
6700217,[24.21845385],[17.5888044],[0.4244078],[-1.12742797],5,[],0
6700793,[28.0154858],[24.0560351],[-0.29300438],[1.10568135],12,"[485119042, 415900132, 208565576, 428644328, 497842189, 478790925, 415882350, 415951152, 409610512, 6604471, 141514970, 73727772]",12
6701504,[18.92872285],[12.27699676],[-0.47399485],[0.11596122],6,"[168630720, 239849074, 86231928, 14903911]",4
6701506,[23.70978862],[18.07127683],[0.39461516],[-1.05066271],6,[],0
6701638,[26.36037584],[22.65397568],[-0.29222124],[1.52973519],6,[],0
6702477,[16.30295145],[14.8416656],[0.24102735],[-0.98422515],7,[],0
6702490,[27.18119468],[21.21405655],[-0.36897908],[-0.64249825],9,[],0
6703511,[22.86520277],[12.75910217],[-0.53694489],[0.81311951],5,[],0
6703547,[29.09422932],[27.44177822],[-0.18258776],[-0.01455629],6,[],0
6704016,[25.95282349],[25.11220173],[0.14613126],[1.22685187],8,[],0
6704772,[26.90299872],[24.65858411],[-0.22284081],[-0.06792912],4,[],0
6704810,[19.32007957],[19.31680241],[0.01505949],[-1.08329717],88,"[12894724, 81916426, 177165339, 162385445, 13021225, 110635, 12666426, 261701, 234027080, 12863566, 252531793, 252471387, 164841573, 250929766, 12811372, 162369646, 162592384, 164606082, 238219400, 12710539, 162530450, 69417107, 179326106, 179310239, 179423907, 69432483, 179164839, 83970216, 83995816, 69316282, 237975232, 235772614, 2226375, 69532366, 69337295, 235735255, 252624603, 84115170, 237825252, 2308840, 82008836, 226565, 233859860, 177234717, 456479, 250720544, 10756385, 233797410, 264483, 252511018, 233799478, 177358136, 12692286, 79166, 252678467, 324421, 252794697, 252693833, 162405197, 164690271, 84196703, 84138859, 177572720, 69334897, 252572027, 12801406, 179143553, 252914562, 84321671, 238061964, 235752850, 82059164, 164450716, 162529185, 179102626, 162759086, 84169665, 69284298, 179200972, 179551698, 160525779, 84106227, 2323960]",83
6705418,[18.46335354],[10.46253844],[-0.53116828],[-1.69835886],4,[],0
6705615,[11.80583758],[10.352557],[-0.27271809],[1.72811214],5,[],0
6705664,[17.26255639],[12.23788471],[0.43820124],[-1.62557531],8,[],0
6706709,[19.05864811],[19.04748746],[-0.01408103],[1.70703016],33,"[168720960, 154627393, 219078724, 219019620, 86237574, 8459239, 149953415, 14936618, 77870994, 77664980, 86051383, 242692826, 86239291, 150024060]",14
6707747,[16.18661371],[7.49835794],[-0.59805238],[0.98200918],8,[],0
6707817,[24.97794538],[24.83348494],[0.06442476],[0.29195529],6,[],0
6707878,[10.65538498],[9.67835386],[-0.23406049],[-0.82498904],6,"[10763846, 237941607, 248229418, 164610221, 82077334, 176926362]",6
6707903,[14.78344312],[13.67827826],[0.22026867],[-1.67150775],8,[],0
6708697,[22.79094348],[20.58020647],[0.25068722],[-0.69353994],5,[],0
6708778,[23.50151167],[22.36690436],[0.17756569],[0.30527149],10,[],0
6709581,[19.08436347],[19.07854974],[0.01852747],[-1.09656561],35,"[179618818, 78001165, 229436174, 229836434, 179499538, 71492244, 179370516, 8696854, 229663903, 79999647, 8478881, 158577827, 158176421, 4260011, 79977392, 158417587, 4486324, 250557622, 8798136, 8675643, 71721533, 248176190, 254835150, 231925202, 176896211, 4609876, 229691994, 254959578, 255079131, 177171807, 158393571, 181716459, 158564078, 79789810, 71596154]",35
6709622,[12.70829558],[12.60613617],[-0.06537622],[-1.02649573],17,"[81893600, 160277986, 231542402, 177096099, 10628483, 79837702, 10588262, 86330788, 250467241, 248233834, 174859344, 160374992, 14951376, 2189782, 81935096, 231642201, 69297565]",17
6710281,[27.21744567],[26.69356468],[-0.10391518],[-0.84724087],6,[],0
6710399,[19.31414808],[13.25778237],[0.45558096],[0.52496861],4,[],0
6710454,[15.32271132],[9.05588491],[0.52438229],[-1.5622326],5,[],0
6711201,[22.16795841],[22.11420816],[-0.03369092],[1.22703733],6,"[141423236, 210591660, 73491534, 162169971, 4284181]",5
6711252,[25.35835245],[23.66739578],[-0.19842126],[0.82719595],4,[],0
6713151,[21.06936469],[20.57255425],[0.12530941],[1.51707183],6,[],0
6714104,[21.24616741],[20.8430735],[0.11286178],[-1.6474037],8,"[150083592, 242694474, 77976866, 152180726]",4
6714130,[28.3438022],[22.44735633],[-0.35867665],[0.53268937],5,"[71505120, 258846157, 2413134, 183415249, 489135195]",5
6714970,[23.45612573],[8.95885173],[0.65743436],[-0.39126072],5,[],0
6715156,[14.97758615],[12.31175513],[0.34024982],[-0.32243042],6,"[173183137, 86276163, 14987069, 246582823]",4
6715173,[24.21988237],[10.8138676],[-0.60843513],[0.50592038],5,[],0
6715183,[16.68892675],[15.20141919],[-0.23062686],[-0.55564784],10,[],0
6715208,[16.74265272],[16.32826384],[0.12827911],[-0.09329802],27,"[175094208, 204631908, 135045350, 206855975, 137371144, 139174281, 67253965, 143923085, 141875087, 75844880, 210990383, 181641070, 67382291, 264821, 75674745, 135297947, 139466974, 248470079]",18
6715793,[13.55557891],[12.92974042],[-0.16400527],[-0.55769031],9,[],0
6715932,[27.21660224],[26.15524487],[-0.15022797],[-1.72914698],9,[],0
6715996,[27.26326803],[27.26080093],[0.01231039],[0.12918787],62,"[212993792, 143819524, 175256453, 67389957, 6533903, 67448978, 248621843, 145985173, 143453977, 175378969, 250843289, 75738140, 250737566, 175272994, 213042466, 339109, 75944741, 281640, 471206698, 177290923, 67551277, 145916845, 6737966, 175320368, 146007857, 250785454, 250659893, 175078074, 174844607, 145923135, 6623554, 75825988, 6619973, 6703175, 248203591, 212832585, 75908425, 67436875, 442956, 75829066, 145966796, 67364303, 212994384, 215158480, 248442184, 250795220, 215179349, 519593174, 175332695, 67522907, 215094877, 145753053, 177391583, 406213088, 254179, 328293, 250759790, 215091183, 145916912, 414068, 69487348, 212630651]",62
6716697,[11.28411976],[10.97646128],[-0.12470507],[1.10264968],10,[],0
6716885,[24.83380576],[24.11235607],[-0.12888672],[0.48527747],5,[],0
6716933,[21.81875946],[21.77822618],[0.03860962],[0.81211122],36,"[80028288, 137641856, 4582019, 154291975, 80036071, 71688969, 73732028, 225561966, 154126965, 204715320, 4543516, 137307806]",12
6717996,[3.15549774],[3.03360271],[0.15932458],[0.9658436],11,[],0
6718998,[21.31445212],[21.18077695],[0.06689052],[-0.45777485],23,"[204589187, 73858468, 67498271, 281382, 69333989, 169184648, 204784489, 86115559, 137711730, 166635346, 240280628, 166910233, 15125213, 84330015]",14
6719825,[19.56942095],[18.28860376],[-0.19651839],[0.72211913],6,[],0
6719902,[26.36283868],[22.18836549],[-0.31090188],[-0.10432864],6,[],0
6720605,[28.22499644],[25.23342524],[-0.25229285],[-0.37492289],8,[],0
6721312,[20.39243176],[15.31176475],[-0.39448623],[-1.68002263],6,[],0
6722150,[6.20223763],[5.43572914],[-0.27333175],[-0.0433385],4,[],0
6723237,[26.03159948],[25.27538416],[-0.1288833],[-0.50370123],12,"[439319616, 84271875, 473023558, 136846575, 86368754, 439337458, 203931869, 240157854, 166799199]",9
6723245,[17.93794166],[16.75445763],[-0.1973384],[-1.12953207],7,[],0
6723807,[22.62675427],[22.34223031],[0.09273874],[-1.58189541],76,"[86176642, 86093188, 221290759, 150360073, 168735371, 78049294, 152199566, 15064467, 14874488, 168934552, 10669081, 168686746, 240496539, 86366620, 10719004, 10719261, 77852959, 240011039, 240206369, 169021604, 77664548, 171273636, 15119527, 167127076, 240297768, 77718314, 8840747, 77857836, 10732331, 10732073, 86420655, 223204784, 152124847, 12830646, 223139001, 152035001, 82028090, 221214779, 239958585, 12803263, 8650303, 10724163, 10721860, 82031687, 8457287, 82108620, 8510284, 168565710, 12902607, 12688595, 223664851, 81998933, 12688339, 10708565, 12788694, 152399737, 12741596, 244633309, 12741342, 12741598, 223467232, 12821469, 81941474, 82102630, 82023911, 12776937, 82013163, 239840366, 151935346, 152457462, 223388152, 14791289, 151873149, 221630846]",74
6723871,[27.12520555],[22.15032288],[0.34545387],[-1.64732019],6,[],0
6723923,[26.46535141],[21.46395967],[0.35076447],[-1.30906578],7,"[78029315, 154428009, 785805836, 80128246, 712470294, 8843096, 225731195]",7
6724862,[18.94087422],[7.93793545],[-0.62527888],[0.42777172],4,[],0
6724867,[17.5443959],[14.96284179],[-0.29924044],[0.19693127],7,[],0
6724894,[13.41525591],[13.41203967],[-0.00725831],[0.70011767],42,"[204595715, 183595014, 146034954, 137514638, 77921295, 206799764, 213116439, 215142681, 221324963, 204481832, 152150952, 8759978, 137403048, 80076969, 71668408, 135386809, 2461758, 137623362, 144056519, 148071882, 150047564, 4551757, 73753809, 152083411, 221259734, 146041178, 77969499, 71696351, 215204704, 10871266, 73726434, 2489186, 4519780, 8715111, 139805546, 139753455, 208924401, 206693108, 135360757, 148132343]",40
6724915,[12.2693061],[9.04830307],[-0.40560924],[0.1244714],5,[],0
6724940,[21.88904439],[14.75653583],[-0.4551188],[1.00122158],6,[],0
6725732,[23.66165885],[22.55257092],[-0.16528575],[-1.51339903],6,"[515307687, 151917863, 79875821, 441926797, 8566066]",5
