frame_array,tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,batch,track_id,hit_IDs,tid,traj_ps,traj_pts,traj_lambdas,traj_phis,num_hits_y,correct_track
7306,6510812,[21.24546513],[15.6337892],[0.41661851],[-1.2090836],6,,,,,,,,,,
7308,6512121,[9.73282435],[5.21110151],[-0.55197345],[0.56764862],12,,,,,,,,,,
7308,6512704,[6.93172863],[4.43500541],[0.49019134],[1.38882793],4,,,,,,,,,,
7309,6508612,[27.59284439],[26.98749346],[-0.11129586],[0.64736689],8,,,,,,,,,,
7309,6498518,[13.96718772],[11.97620418],[0.30406976],[1.11386693],5,,,,,,,,,,
7309,6513010,[26.73752766],[26.69807053],[-0.0252115],[1.08561069],32,,,,,,,,,,
7309,6507651,[21.99597144],[21.73480188],[-0.08052146],[0.80848696],6,,,,,,,,,,
7309,6513011,[11.18035141],[11.09303084],[0.07409821],[-1.09574746],10,,,,,,,,,,
7309,6508575,[28.16760224],[28.05761817],[-0.04406714],[0.34882949],4,,,,,,,,,,
7310,6513165,[18.98767161],[16.86717333],[-0.25924397],[0.22037494],6,,,,,,,,,,
7310,6513997,[13.86780433],[13.81539312],[0.053007],[-0.86896494],40,,,,,,,,,,
7310,6511644,[21.45927308],[20.92183703],[-0.11928148],[-1.01336564],6,,,,,,,,,,
7310,6492986,[28.35263802],[26.39119946],[-0.2022355],[0.62764424],4,,,,,,,,,,
7311,6496652,[13.91713974],[12.74920685],[0.2332711],[0.09977218],6,,,,,,,,,,
7311,6491430,[19.84854684],[18.34164513],[-0.21222277],[0.38625635],6,,,,,,,,,,
7311,6496711,[18.13459472],[11.51186447],[-0.48395101],[-0.21142444],4,,,,,,,,,,
7312,6502067,[12.52433586],[12.20992047],[0.12916804],[-1.03661096],59,,,,,,,,,,
7312,6497617,[17.22957855],[17.11002235],[-0.06038553],[-0.26793932],6,,,,,,,,,,
7313,6458959,[27.50723313],[26.21447317],[0.17523803],[1.13520421],6,,,,,,,,,,
7313,6516229,[18.91897709],[18.28752941],[-0.13855487],[1.41722197],7,,,,,,,,,,
7313,6509416,[27.00711846],[26.71266902],[0.08667535],[-1.14079581],4,,,,,,,,,,
7314,6396321,[24.50540816],[22.56294663],[-0.21701435],[-1.26495831],4,,,,,,,,,,
7315,6507423,[17.91655408],[16.12583915],[0.25446425],[0.79150984],6,,,,,,,,,,
7315,6492917,[25.31883227],[25.17473352],[-0.05422032],[1.41419485],11,,,,,,,,,,
7315,6460564,[26.11628609],[25.37771662],[-0.12709056],[-1.2325742],10,,,,,,,,,,
7316,6502940,[25.79862168],[24.93765333],[-0.13854178],[-1.01033931],11,,,,,,,,,,
7316,6430024,[25.56690114],[23.65536129],[-0.21053955],[-1.41120379],6,,,,,,,,,,
7316,6506331,[20.25319786],[19.68725717],[-0.12630238],[-0.32649399],8,,,,,,,,,,
7317,6519976,[7.11071867],[5.58895678],[-0.36415931],[1.18453486],4,,,,,,,,,,
7318,6508592,[9.46274122],[7.65791743],[-0.34274936],[-1.33660164],6,,,,,,,,,,
7318,6514258,[22.78233777],[20.08094734],[0.27716131],[-1.37452937],6,,,,,,,,,,
7319,6521686,[28.03015243],[19.31895343],[-0.44370576],[0.2397513],4,,,,,,,,,,
7319,6504730,[22.68187664],[20.86254762],[-0.2183516],[-0.55676896],7,,,,,,,,,,
7320,6486993,[23.48477783],[22.70990842],[0.14745135],[0.32804049],6,,,,,,,,,,
7320,6467355,[14.31933023],[14.30299528],[-0.02158023],[1.28323974],14,,,,,,,,,,
7320,6522350,[12.87509191],[12.86657899],[0.02499561],[-0.745571],32,,,,,,,,,,
7321,6523196,[12.33021145],[12.33021131],[0.00494802],[1.39237168],15,,,,,,,,,,
7321,6512288,[10.28978705],[7.67071445],[0.40875713],[0.62647599],8,,,,,,,,,,
7321,6521940,[24.15679648],[24.09261343],[0.04522313],[-1.10908694],26,,,,,,,,,,
7321,6523197,[25.6266582],[18.87220864],[0.41614877],[-0.6714899],6,,,,,,,,,,
7321,6514214,[9.47947508],[9.3248144],[0.10500567],[-0.21537341],11,,,,,,,,,,
7322,6488073,[22.11775045],[19.24557503],[-0.28037845],[-1.69526774],6,,,,,,,,,,
7323,6499120,[24.66873614],[24.17038179],[0.11631542],[0.24764992],9,,,,,,,,,,
7323,6525423,[15.08638163],[14.22323071],[-0.18329671],[0.61214593],6,,,,,,,,,,
7323,6498507,[25.90358381],[24.08313541],[-0.20389348],[0.86090769],7,,,,,,,,,,
7323,6478741,[14.80200103],[12.04489498],[0.34821477],[-1.05021104],7,,,,,,,,,,
7324,6518620,[28.63075851],[23.1787693],[-0.34239972],[0.12336706],6,,,,,,,,,,
7324,6480436,[18.02372671],[18.02088523],[-0.00496569],[0.19631339],73,,,,,,,,,,
7324,6373963,[19.79146429],[18.00467209],[0.24188605],[-1.66854907],6,,,,,,,,,,
7325,6434300,[22.26263843],[21.79950577],[-0.10824128],[0.68686087],6,,,,,,,,,,
7325,6527009,[14.49405416],[14.15106433],[0.12553203],[1.4788344],15,,,,,,,,,,
7325,6527008,[27.14965103],[24.6198616],[-0.23598541],[0.04778737],11,,,,,,,,,,
7326,6507470,[20.12554339],[19.97207435],[-0.06353996],[1.12512178],5,,,,,,,,,,
7326,6526550,[12.38509167],[9.33134072],[0.40208019],[0.92089639],6,,,,,,,,,,
7326,6477651,[23.09874902],[13.9769846],[0.51462274],[1.716744],6,,,,,,,,,,
7326,6489846,[14.74279244],[8.69889034],[0.52504913],[-1.0032181],10,,,,,,,,,,
7327,6529065,[10.9406492],[10.54931717],[-0.14364961],[0.66123817],12,,,,,,,,,,
7327,6510942,[6.37909597],[6.35314361],[0.05482531],[-0.72233286],10,,,,,,,,,,
7327,6529064,[24.45890008],[21.0718332],[-0.2899148],[-1.60587305],6,,,,,,,,,,
7327,6513203,[23.75145728],[12.2454328],[0.57452635],[1.6818412],4,,,,,,,,,,
7328,6475452,[23.96308647],[22.13441262],[-0.21278533],[-0.24338287],8,,,,,,,,,,
7331,6509535,[28.90484416],[26.8055584],[0.21712258],[0.72301459],7,,,,,,,,,,
7331,6462041,[11.40417717],[11.38308539],[0.03853803],[1.27877971],23,,,,,,,,,,
7331,6505677,[21.63787064],[17.27910909],[-0.35266804],[1.70942738],6,,,,,,,,,,
7331,6490770,[25.79397136],[16.78533597],[-0.47240779],[-1.61477763],4,,,,,,,,,,
7331,6514158,[13.49086259],[12.9203809],[0.16642469],[-1.59393712],6,,,,,,,,,,
7331,6510063,[15.60241569],[10.48323626],[-0.45682726],[-1.47377829],6,,,,,,,,,,
7333,6534483,[8.71620818],[7.93416082],[-0.23145159],[0.34223469],6,,,,,,,,,,
7334,6535304,[11.93490603],[11.62633009],[0.13102172],[-0.12432999],18,,,,,,,,,,
7335,6488051,[20.65780298],[18.69621942],[-0.23831491],[1.23981799],6,,,,,,,,,,
7335,6497609,[18.4533716],[16.2219104],[0.27991027],[-0.65816835],13,,,,,,,,,,
7336,6521933,[22.4394782],[16.34538662],[-0.41293781],[1.25256368],6,,,,,,,,,,
7336,6537128,[9.7169278],[9.15588798],[0.19391012],[1.03942837],12,,,,,,,,,,
7337,6519122,[22.4072783],[22.37080526],[-0.02672349],[1.65361729],28,,,,,,,,,,
7337,6480413,[21.97179138],[18.01528151],[0.34225254],[-0.30969174],46,,,,,,,,,,
7338,6480498,[16.65086511],[15.44118776],[-0.20744102],[0.43096475],4,,,,,,,,,,
7338,6538645,[8.17557629],[7.95978373],[0.13234985],[1.6585494],4,,,,,,,,,,
7338,6516313,[22.57624069],[18.30819602],[-0.34111023],[-0.14446367],4,,,,,,,,,,
7339,6539033,[13.52720024],[13.25838632],[0.11540801],[-1.3898969],10,,,,,,,,,,
7340,6529204,[22.54690113],[18.60353371],[-0.32748624],[-0.18577412],6,,,,,,,,,,
7340,6516319,[20.18140871],[17.82932792],[-0.26505249],[0.02769659],7,,,,,,,,,,
7340,6535470,[13.1193406],[10.59137633],[0.35429431],[-0.30001295],4,,,,,,,,,,
7340,6512337,[18.59451164],[12.67212628],[0.45932449],[1.51823487],4,,,,,,,,,,
7341,6540130,[23.0001087],[22.0400068],[-0.15563681],[0.00341216],7,,,,,,,,,,
7341,6433142,[14.12285387],[13.93100824],[0.09621124],[0.63971795],36,,,,,,,,,,
7341,6491517,[12.10097672],[11.8181472],[0.12478701],[-0.67518724],7,,,,,,,,,,
7341,6540695,[9.31984648],[7.07501879],[-0.38755478],[-0.53756771],4,,,,,,,,,,
7342,6537409,[17.96277616],[17.96167204],[0.01100133],[-1.59930536],75,,,,,,,,,,
7343,6517088,[22.16915524],[16.93293755],[-0.38350343],[1.25232338],5,,,,,,,,,,
7344,6543136,[10.99343666],[10.7264426],[0.12712182],[0.24211578],10,,,,,,,,,,
7344,6397996,[26.11251052],[16.52142272],[-0.48543223],[1.20123102],4,,,,,,,,,,
7345,6543945,[12.26025201],[7.94774254],[0.48400392],[1.68958376],7,,,,,,,,,,
7345,6522511,[25.82666348],[25.4894219],[0.09441367],[-0.31621515],8,,,,,,,,,,
7346,6545025,[27.81275214],[15.10314007],[0.55659727],[-0.36199051],4,,,,,,,,,,
7347,6509512,[26.96890708],[24.50671636],[0.24322956],[-0.56415027],13,,,,,,,,,,
7347,6545830,[14.94117042],[13.77337111],[0.22518058],[1.10831108],4,,,,,,,,,,
7347,6499971,[18.93777866],[18.93777204],[0.00532673],[1.58854748],116,,,,,,,,,,
7347,6545829,[25.80807406],[24.12915761],[-0.19589535],[-1.06675192],7,,,,,,,,,,
7347,6497627,[20.80879626],[20.80474479],[0.01578706],[0.57947011],4,,,,,,,,,,
7348,6546772,[22.89157437],[20.92462174],[-0.22627884],[-0.18427997],10,,,,,,,,,,
7348,6467219,[17.12449919],[12.88754002],[0.40277626],[-0.50740596],6,,,,,,,,,,
7349,6546018,[12.2601238],[9.72187959],[0.36753851],[1.29741256],4,,,,,,,,,,
7350,6548229,[22.51739586],[19.89043424],[-0.26518694],[1.503549],6,,,,,,,,,,
7350,6479680,[22.75507207],[22.69137472],[-0.03656326],[-0.49828142],6,,,,,,,,,,
7351,6549306,[25.05324923],[20.32540796],[0.35051347],[-1.44926134],6,,,,,,,,,,
7352,6498493,[11.54145466],[8.8787372],[-0.378816],[0.21159184],7,,,,,,,,,,
7352,6537345,[10.084372],[7.46838284],[0.41279521],[0.92748543],4,,,,,,,,,,
7352,6461258,[29.23865773],[29.03273633],[0.07059585],[-0.24253259],19,,,,,,,,,,
7352,6529219,[20.62036588],[18.27588629],[-0.26166546],[0.32867906],5,,,,,,,,,,
7353,6520069,[15.59754486],[14.88199279],[-0.16346153],[-0.02644404],7,,,,,,,,,,
7354,6499999,[26.66106941],[26.54298097],[-0.04725322],[0.19534386],6,,,,,,,,,,
7354,6510105,[20.86998499],[9.21239568],[0.62130509],[-0.7386521],6,,,,,,,,,,
7354,6539036,[14.23593857],[11.81445384],[-0.32277548],[0.38369565],8,,,,,,,,,,
7354,6540209,[15.30235824],[14.97697903],[-0.10949561],[1.13553137],5,,,,,,,,,,
7355,6527269,[20.68203714],[19.75070892],[0.1716129],[-0.16747213],6,,,,,,,,,,
7356,6548532,[24.9277364],[24.92367628],[-0.00512683],[-0.77612977],35,,,,,,,,,,
7356,6542587,[20.67869395],[18.28782069],[-0.26395467],[0.61698255],7,,,,,,,,,,
7356,6553329,[27.20366023],[25.85699362],[-0.17003139],[1.53138694],11,,,,,,,,,,
7357,6514201,[16.02336737],[15.40693434],[0.15890915],[-1.36822234],9,,,,,,,,,,
7357,6533722,[26.91929476],[11.27411986],[-0.62542163],[-0.53027838],5,,,,,,,,,,
7357,6554225,[23.6072671],[22.75328669],[-0.14447696],[-0.13206344],14,,,,,,,,,,
7357,6528138,[14.16084249],[10.3997633],[0.41783702],[-1.21010708],35,,,,,,,,,,
7357,6554569,[7.71642075],[7.64024773],[-0.072994],[-0.64679627],4,,,,,,,,,,
7359,6495810,[19.56786539],[18.50115722],[0.18848062],[0.1883929],6,,,,,,,,,,
7359,6511653,[28.58336038],[28.45175037],[-0.04827432],[0.55531039],8,,,,,,,,,,
7359,6539612,[21.20359602],[20.77437554],[-0.10670304],[1.34297597],8,,,,,,,,,,
7360,6549509,[28.14230563],[22.40026001],[0.36476528],[0.51531666],5,,,,,,,,,,
7361,6557099,[9.82315103],[9.82314796],[0.00442585],[-0.79100019],34,,,,,,,,,,
7361,6534632,[27.44745011],[25.60316105],[-0.19920612],[0.82955803],6,,,,,,,,,,
7361,6540879,[27.01923392],[13.91810351],[-0.56507995],[1.62243471],6,,,,,,,,,,
7362,6556727,[20.09196717],[16.86971266],[-0.31298439],[-1.20858531],8,,,,,,,,,,
7362,6532954,[13.89469351],[11.57444827],[0.32940684],[0.38816394],18,,,,,,,,,,
7362,6517051,[22.97087312],[21.22271387],[-0.21248442],[-1.0073582],4,,,,,,,,,,
7363,6556687,[13.65084195],[13.64654683],[0.01875082],[-0.10419022],26,,,,,,,,,,
7363,6540927,[16.62503456],[16.31590848],[-0.10205151],[-1.25326233],7,,,,,,,,,,
7365,6554340,[26.77810873],[26.77536353],[0.01278976],[-0.31788536],18,,,,,,,,,,
7365,6515300,[23.97157829],[21.14511072],[-0.26665225],[-1.27012416],6,,,,,,,,,,
7366,6557400,[19.60496808],[19.14077735],[0.12556006],[-1.53264486],10,,,,,,,,,,
7366,6486998,[16.46751037],[5.39719618],[-0.67983499],[0.18986351],4,,,,,,,,,,
7367,6502898,[18.20930698],[9.73770856],[-0.5523283],[0.42485342],6,,,,,,,,,,
7367,6456007,[22.63906523],[14.49254603],[-0.48008949],[0.89968951],6,,,,,,,,,,
7367,6507519,[22.9993212],[22.74559047],[-0.07743425],[-0.70876034],10,,,,,,,,,,
7367,6558202,[12.04608789],[10.01681488],[-0.32115754],[-0.77725499],6,,,,,,,,,,
7367,6520974,[13.76253922],[12.38258745],[-0.24515487],[-1.2845907],4,,,,,,,,,,
7368,6546052,[20.79834987],[18.31970297],[-0.2681405],[0.07153536],5,,,,,,,,,,
7368,6562716,[25.08050457],[24.64506788],[0.10815916],[1.33936544],10,,,,,,,,,,
7368,6455972,[26.26985854],[12.60159946],[0.59741316],[0.51849657],4,,,,,,,,,,
7369,6559152,[15.80242968],[15.36212961],[-0.12611696],[0.19120064],6,,,,,,,,,,
7369,6564825,[14.18375791],[14.1659621],[-0.02286928],[0.7598],13,,,,,,,,,,
7369,6564824,[25.24580934],[16.0930746],[0.49175473],[-1.08384387],5,,,,,,,,,,
7369,6538949,[16.75298914],[15.62812159],[0.20886975],[-1.42006977],4,,,,,,,,,,
7370,6521861,[28.87052998],[28.85037916],[-0.01581837],[-0.76533633],18,,,,,,,,,,
7370,6565598,[20.53996568],[20.43599279],[-0.05085601],[1.34811832],7,,,,,,,,,,
7370,6508704,[8.67133739],[8.16683055],[0.19464622],[1.43450767],22,,,,,,,,,,
7371,6501019,[22.08368821],[9.66167307],[-0.61398628],[0.27502239],6,,,,,,,,,,
7371,6566251,[25.24443471],[13.36509763],[0.56552298],[-0.26019006],5,,,,,,,,,,
7372,6538844,[22.02980441],[21.60382661],[0.11389542],[-1.34700771],10,,,,,,,,,,
7372,6557298,[8.26184831],[7.0502553],[0.30849133],[-0.35288184],4,,,,,,,,,,
7372,6498511,[21.24895421],[19.68806177],[0.21835359],[0.04218755],7,,,,,,,,,,
7372,6540025,[14.48073882],[7.7991041],[-0.54984353],[1.50177565],4,,,,,,,,,,
7375,6569732,[29.18378494],[28.99454515],[-0.05820595],[0.99077058],9,,,,,,,,,,
7375,6569733,[17.89372151],[17.86652833],[0.03538538],[-0.72636474],26,,,,,,,,,,
7377,6571163,[23.51507903],[18.18920772],[0.38482837],[-0.99397624],8,,,,,,,,,,
7378,6566436,[21.42249046],[20.26662274],[0.18752873],[0.63156311],6,,,,,,,,,,
7378,6571631,[20.87668054],[13.25011569],[0.4937526],[1.53278312],6,,,,,,,,,,
7378,6562684,[18.35718397],[18.20853993],[-0.06562763],[-0.37921093],13,,,,,,,,,,
7379,6572385,[18.45875096],[12.05318472],[-0.47079688],[1.32949591],6,,,,,,,,,,
7379,6529245,[21.34215587],[21.33660961],[0.01748358],[-0.71263506],23,,,,,,,,,,
7379,6504702,[22.38211181],[18.59671379],[0.33151776],[-0.16079396],4,,,,,,,,,,
7379,6542632,[20.99152639],[20.89069435],[-0.04941325],[-1.28591893],21,,,,,,,,,,
7379,6486172,[16.84798561],[16.24959606],[0.15283898],[-0.916187],8,,,,,,,,,,
7380,6507479,[22.1183644],[19.97217053],[0.25072866],[-0.1280364],6,,,,,,,,,,
7380,6570615,[29.16802157],[28.67487083],[-0.09706592],[1.66428102],18,,,,,,,,,,
7380,6541949,[22.947457],[19.62821739],[0.30629817],[-0.44353694],6,,,,,,,,,,
7380,6521822,[21.94448214],[21.39973073],[-0.11873143],[-0.12994663],7,,,,,,,,,,
7381,6568876,[23.75634315],[23.72836836],[-0.02200175],[-1.65390659],29,,,,,,,,,,
7382,6574543,[25.32735961],[25.31222414],[0.02400103],[0.23210089],42,,,,,,,,,,
7383,6570603,[25.57049129],[25.57047845],[0.00430912],[-1.56873602],69,,,,,,,,,,
7383,6575358,[23.11792969],[22.76666783],[0.10148049],[0.23132808],7,,,,,,,,,,
7383,6573235,[19.89540232],[16.6536973],[-0.31558645],[-1.62006359],6,,,,,,,,,,
7384,6561628,[25.26697043],[18.57154572],[0.41730666],[0.58006882],6,,,,,,,,,,
7384,6551872,[19.5106614],[14.29833739],[-0.4093562],[-1.34993667],7,,,,,,,,,,
7385,6530862,[19.56598018],[19.37865028],[-0.07179612],[0.97853424],26,,,,,,,,,,
7385,6562780,[19.53699239],[16.60832259],[0.31187673],[-1.23417032],7,,,,,,,,,,
7385,6561683,[11.9855091],[10.84355762],[0.24848174],[-0.94597692],100,,,,,,,,,,
7386,6555876,[22.82056843],[17.94373327],[-0.36379489],[-0.39617087],6,,,,,,,,,,
7387,6572612,[28.10532544],[26.65048026],[-0.17401451],[0.4128998],6,,,,,,,,,,
7387,6579742,[23.84839729],[23.5305237],[0.09534106],[1.27132099],13,,,,,,,,,,
7387,6557281,[19.28181661],[19.26821643],[0.02565558],[-1.67630165],19,,,,,,,,,,
7387,6537399,[27.40315303],[12.28910526],[0.61693607],[-1.40085833],6,,,,,,,,,,
7388,6512392,[19.01649095],[15.46674938],[-0.33885582],[0.34547448],7,,,,,,,,,,
7388,6453457,[16.48552003],[14.29021727],[0.29381007],[0.18976774],4,,,,,,,,,,
7388,6547730,[16.41864767],[7.90698567],[-0.5865305],[1.49061306],5,,,,,,,,,,
7388,6581020,[4.8140749],[4.81349934],[-0.00369933],[-1.70687257],4,,,,,,,,,,
7389,6563780,[26.03812027],[25.25062892],[0.1413452],[0.29687311],8,,,,,,,,,,
7389,6559085,[22.45679678],[22.35805296],[-0.04706425],[-0.28495878],17,,,,,,,,,,
7389,6482939,[23.8566972],[16.636819],[0.44718461],[-0.93177242],4,,,,,,,,,,
7389,6579144,[23.19649455],[14.591335],[0.49778384],[-1.72508572],4,,,,,,,,,,
7389,6581416,[20.78467906],[15.2861829],[-0.40722751],[-0.6955837],4,,,,,,,,,,
7390,6411683,[27.23115418],[27.16659597],[-0.03325877],[0.80417856],11,,,,,,,,,,
7390,6578992,[11.99561728],[11.46471351],[0.17017954],[0.97925729],6,,,,,,,,,,
7390,6582596,[26.35616091],[10.70459832],[0.64284356],[1.31503734],4,,,,,,,,,,
7391,6551861,[23.24840475],[22.53583582],[0.14226547],[-0.59760338],9,,,,,,,,,,
7392,6563699,[16.78064019],[16.62371368],[0.08062725],[1.68045634],28,,,,,,,,,,
7392,6528190,[25.84077874],[25.82800531],[-0.01254125],[-1.05927742],15,,,,,,,,,,
7392,6566411,[27.99164673],[22.06084491],[-0.36214841],[-0.86396579],5,,,,,,,,,,
7393,6572555,[24.57842638],[22.42242958],[-0.22871416],[0.93094589],8,,,,,,,,,,
7393,6582698,[21.33989662],[5.98855319],[-0.70719462],[0.9926069],4,,,,,,,,,,
7394,6534653,[26.32618951],[23.86492954],[0.24612229],[1.39347725],4,,,,,,,,,,
7395,6587016,[25.37058547],[24.22117989],[0.17211943],[0.77692423],12,,,,,,,,,,
7395,6530778,[25.33039091],[25.29870144],[0.03255468],[-0.52905508],23,,,,,,,,,,
7395,6587015,[24.01923033],[19.77518369],[-0.32924099],[-0.83286326],6,,,,,,,,,,
7396,6579153,[18.20180867],[18.09194727],[-0.05598564],[0.79125036],18,,,,,,,,,,
7396,6560765,[25.06067372],[14.37687849],[-0.5264195],[0.28123943],6,,,,,,,,,,
7396,6587970,[7.38516558],[1.5671861],[0.75620488],[1.6079733],10,,,,,,,,,,
7396,6587623,[24.24321991],[22.5851591],[-0.20104279],[-0.29678937],7,,,,,,,,,,
7397,6588459,[26.78062405],[22.54796093],[0.32032391],[0.75052145],6,,,,,,,,,,
7398,6589309,[8.93479454],[8.74653104],[-0.10898785],[-1.3420082],29,,,,,,,,,,
7398,6533042,[20.03786158],[16.0766588],[0.35893075],[-1.23863325],6,,,,,,,,,,
7398,6589311,[28.0618343],[28.03623498],[0.02850883],[0.05774575],21,,,,,,,,,,
7399,6589492,[19.49263665],[19.04045126],[0.12432708],[0.73594301],11,,,,,,,,,,
7399,6586137,[20.05118],[10.15977448],[0.58025318],[1.59496252],7,,,,,,,,,,
7399,6527294,[18.36121565],[17.53534088],[-0.16179186],[1.07724608],18,,,,,,,,,,
7400,6575618,[26.9491214],[25.61613876],[-0.1699599],[-0.24312533],4,,,,,,,,,,
7401,6562817,[24.50802461],[23.05465582],[0.19644867],[1.59450162],11,,,,,,,,,,
7404,6594334,[17.0957323],[15.77146658],[-0.21444935],[-1.24755383],5,,,,,,,,,,
7404,6587903,[20.67550999],[19.63388849],[0.1813183],[-0.53178579],7,,,,,,,,,,
7404,6539571,[25.41046062],[24.62245106],[-0.13334775],[-0.48492436],4,,,,,,,,,,
7405,6594508,[20.78472155],[19.71956611],[0.18284413],[1.14946332],5,,,,,,,,,,
7406,6584239,[13.94572445],[13.71265696],[-0.0964847],[-0.40967779],26,,,,,,,,,,
7406,6596422,[7.29172334],[5.95866156],[-0.33524975],[-1.62752122],4,,,,,,,,,,
7406,6547760,[28.30173276],[15.529167],[-0.54312241],[-0.39755292],4,,,,,,,,,,
7408,6524862,[8.1857433],[7.99069175],[0.12596691],[1.05626774],13,,,,,,,,,,
7408,6571884,[8.56969525],[7.26911927],[-0.30415012],[-0.91742973],5,,,,,,,,,,
7408,6565729,[27.65014679],[27.27245422],[0.09645806],[-0.12319092],11,,,,,,,,,,
7409,6540942,[20.3881102],[17.94117612],[0.2788521],[-0.56858535],20,,,,,,,,,,
7409,6598836,[10.88599995],[10.66522584],[-0.10681953],[0.58705183],4,,,,,,,,,,
7410,6584879,[28.15370173],[26.55082258],[-0.18281581],[-1.30123586],5,,,,,,,,,,
7410,6557330,[26.65899681],[24.62039466],[-0.21301044],[-1.59008783],6,,,,,,,,,,
7410,6587778,[20.79061807],[19.06235455],[0.23216002],[-0.56786297],7,,,,,,,,,,
7410,6584968,[11.0277772],[6.08520858],[-0.54114273],[-0.8066972],5,,,,,,,,,,
7411,6600060,[21.64839841],[21.5755587],[-0.04055718],[0.09869617],22,,,,,,,,,,
7411,6600321,[21.9545442],[12.33450029],[0.54413219],[1.50016313],6,,,,,,,,,,
7411,6574264,[13.75496921],[12.35399089],[0.25688383],[-0.18146293],5,,,,,,,,,,
7412,6600638,[12.70441443],[10.49330008],[-0.32667795],[0.79147092],4,,,,,,,,,,
7413,6557369,[26.14687672],[24.82689085],[-0.17177005],[-0.20884342],4,,,,,,,,,,
7414,6601969,[25.2683465],[16.15303481],[-0.48072962],[1.26876612],8,,,,,,,,,,
7415,6603654,[17.86582462],[14.17789793],[0.36696143],[-0.61988119],4,,,,,,,,,,
7416,6595477,[22.2556659],[21.69744862],[0.12910192],[-0.94074511],6,,,,,,,,,,
7416,6573270,[27.09309064],[21.34614799],[0.37209351],[-0.13140778],4,,,,,,,,,,
7417,6604922,[24.5248511],[24.42888376],[-0.04412062],[1.7024238],67,,,,,,,,,,
7418,6595538,[28.91041681],[28.05805786],[-0.12987973],[0.38707633],9,,,,,,,,,,
7419,6606339,[25.18201513],[20.39553382],[-0.34207484],[1.20471338],6,,,,,,,,,,
7421,6587797,[11.07524888],[11.00987802],[-0.0553144],[-0.11648222],81,,,,,,,,,,
7421,6590935,[23.70970517],[19.07139664],[0.35701204],[1.66083541],6,,,,,,,,,,
7421,6606956,[18.26572806],[16.57944462],[-0.23486431],[-1.15477088],4,,,,,,,,,,
7423,6609035,[7.66394927],[6.64040476],[-0.28456297],[-1.64547268],5,,,,,,,,,,
7423,6596666,[28.94549489],[24.4732528],[0.31666726],[-0.66416641],8,,,,,,,,,,
7423,6565717,[17.32613912],[16.25739522],[-0.19057909],[-1.10054619],6,,,,,,,,,,
7424,6499156,[22.46704189],[21.70821175],[-0.13941115],[-1.21595178],5,,,,,,,,,,
7424,6573334,[11.76802338],[10.42851919],[-0.26184312],[-0.73837751],4,,,,,,,,,,
7425,6604068,[18.81245371],[16.84061002],[0.26057703],[0.43266937],6,,,,,,,,,,
7425,6600755,[21.56227613],[12.72348314],[-0.51526687],[1.68641512],7,,,,,,,,,,
7425,6610655,[14.18030311],[8.73806937],[-0.49716145],[-1.07319289],6,,,,,,,,,,
7425,6602309,[22.78588971],[19.26079413],[0.31688135],[-0.84382761],6,,,,,,,,,,
7425,6611116,[8.5217204],[6.90867657],[0.35112443],[-0.04429973],8,,,,,,,,,,
7426,6586147,[22.0263061],[20.81536402],[0.18926481],[0.52083381],6,,,,,,,,,,
7426,6607813,[14.52486293],[8.07707166],[0.54799362],[0.66704247],7,,,,,,,,,,
7427,6592713,[13.60041609],[13.2899925],[0.12336498],[1.70304149],6,,,,,,,,,,
7428,6570630,[16.92470257],[16.3424501],[0.15048509],[1.39942931],11,,,,,,,,,,
7429,6597486,[25.50108285],[25.4801347],[0.02730147],[0.31063293],120,,,,,,,,,,
7429,6581547,[13.70273541],[11.69585861],[-0.29852452],[-1.24739977],5,,,,,,,,,,
7431,6615734,[7.51572699],[6.39426673],[-0.30148721],[-1.65303774],4,,,,,,,,,,
7431,6606514,[21.30593059],[9.92447487],[0.60615308],[-0.87099441],5,,,,,,,,,,
7432,6602291,[24.1866615],[22.02466654],[-0.23095985],[0.3031353],6,,,,,,,,,,
7432,6576463,[24.42249879],[15.19521957],[0.50264199],[1.00678644],5,,,,,,,,,,
7432,6616707,[21.41115581],[19.4861647],[-0.23165596],[-1.58995644],6,,,,,,,,,,
7432,6604054,[22.28595204],[20.43035144],[-0.22261946],[-1.10698795],7,,,,,,,,,,
7433,6617786,[14.77007328],[11.02935616],[0.40767257],[0.23800577],5,,,,,,,,,,
7433,6617785,[16.79899032],[16.76181005],[0.04169969],[0.78663516],28,,,,,,,,,,
7433,6610856,[23.67507929],[22.41985631],[-0.17619171],[0.95407078],7,,,,,,,,,,
7433,6597499,[16.53778477],[16.53145411],[0.02018089],[1.71134448],41,,,,,,,,,,
7433,6617787,[26.9183687],[24.59504794],[-0.22680021],[-1.16498852],8,,,,,,,,,,
7434,6603113,[26.96811212],[15.24968587],[0.54167339],[-1.09018845],4,,,,,,,,,,
7434,6618507,[24.0468888],[20.31499347],[0.31738397],[-0.2182134],6,,,,,,,,,,
7435,6598111,[26.52175857],[26.31872104],[-0.06367221],[-0.60245798],14,,,,,,,,,,
7436,6588679,[28.64449978],[28.44202628],[-0.06098851],[0.49570712],5,,,,,,,,,,
7436,6619548,[28.47407647],[18.95709306],[-0.46135818],[0.53608407],4,,,,,,,,,,
7436,6615919,[22.20950681],[16.98695479],[0.39233425],[-0.77449026],6,,,,,,,,,,
