tid,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,hit_IDs,num_hits_y
7303047.0,[22.56411949],[22.54810927],[-0.01598962],[1.44429616],16,"[4346881, 237884983, 143594566, 86061962, 212766762, 6376924, 75583981, 143529488, 166528852, 6444277, 239899126, 14759255, 166613882, 214798043, 73553180]",15
7306545.0,[18.3491071],[18.19180263],[-0.06767092],[0.43765984],41,"[75566336, 73735557, 73580938, 73611407, 141158800, 8500627, 73521556, 77757461, 181276567, 256736154, 4539171, 75629605, 73555884, 2169006, 4377646, 73518513, 141389366, 4320311, 75877432, 4416313, 145704762, 8559929, 6548801, 73590978, 149844163, 4351317, 6659414, 141512796, 69280610, 218728040, 212450281, 77705066, 79865577, 149547884, 4381295, 77662961, 218811763]",37
7308257.0,[22.19344279],[20.81672662],[-0.1911304],[-1.39518356],7,"[77964805, 8750154, 515403820, 154213334, 80061687, 442019606, 223369242]",7
7310109.0,[11.62461295],[10.25153887],[-0.26692729],[1.2897415],5,"[73515401, 4298803, 135030092, 202073025]",4
7310354.0,[14.66184068],[10.4201424],[-0.4270929],[-1.3837676],7,"[79994818, 441961991, 515373703, 8671273, 229457034, 444058352, 156136212]",7
7311122.0,[23.57760245],[16.06069479],[0.45954848],[-1.4646189],6,"[223606897, 152290098, 8670012, 77982476]",4
7311684.0,[23.40213193],[23.30166916],[0.05617228],[0.86194799],10,"[71657915, 135412324, 204589038, 137672895]",4
7311960.0,[13.71407471],[11.7681685],[-0.29363674],[-1.43378148],6,"[154172499, 77975316, 225414181, 8754014]",4
7315047.0,[25.14040335],[24.10086973],[-0.15487032],[1.10399935],8,"[4557098, 208705679, 73768048, 139544119, 410513084]",5
7315298.0,[18.06608839],[16.67423165],[0.22357295],[-1.53412724],7,"[154341828, 8740676, 77936133, 225630954, 709441741, 80034295, 780693790]",7
7318441.0,[26.37230451],[26.32536872],[-0.02816535],[-0.33177251],11,"[242114273, 84045643, 12741163, 75712368, 73570193, 141302973, 168750040, 4269434, 4644701, 208382590]",10
7326097.0,[11.06299728],[10.05351382],[0.24319631],[-0.43075284],6,"[227832632, 84244283, 15052459, 160651939]",4
7326966.0,[28.44317231],[28.31921118],[0.05656045],[-0.19176881],14,"[257235266, 202636389, 171037352, 86368173, 177524365, 144089042]",6
7329610.0,[16.96675296],[16.16700198],[-0.16577426],[-1.02683035],10,"[158277277, 176697383, 250081296, 79936851, 447914422, 10724029]",6
7330372.0,[11.88830393],[11.85506327],[-0.03654377],[-1.18849349],14,"[160308032, 177112996, 81874087, 250324937, 82037930, 160400747, 250483889, 176948918, 69277847]",9
7330907.0,[25.77398522],[25.69074713],[-0.03963444],[-1.43247937],14,"[175035296, 79762403, 248199622, 154026956, 174830285, 152175384, 67295291, 188252, 223442524]",9
7331000.0,[11.9312037],[11.7389325],[0.10438202],[-0.23187172],14,"[6630243, 139582631, 173227719, 248705257, 75840427, 86424784, 14840497, 86139313, 15124948, 246361658, 139849404]",11
7334671.0,[26.1938141],[26.15572834],[-0.02498933],[-1.45158593],14,"[79883489, 439726042, 498625260, 153853343]",4
7337574.0,[7.48085489],[7.4636375],[-0.03270674],[-1.15907615],28,"[67365699, 14815939, 170889131, 162505643, 86053614, 84120592, 79953237, 14915033]",8
7339211.0,[21.83193332],[21.76637901],[0.04777051],[-1.66138846],19,"[150265405, 77952756, 171283245, 225829067]",4
7342168.0,[15.23631242],[14.97352898],[0.10782383],[-1.55203961],10,"[171379648, 225752986, 79952820]",3
7343354.0,[26.0885396],[25.6370131],[-0.09826978],[-1.05818995],11,"[427144208, 229439611, 79789836, 448229998]",4
7347542.0,[12.88692432],[12.83246867],[0.05577291],[0.41189215],34,"[71008, 173128257, 67178050, 156608808, 172928553, 246300008, 229962960, 67391570, 80002426]",9
7349585.0,[29.04610759],[23.97658872],[-0.32712245],[-1.17846707],6,"[447423976, 156223132, 520820144, 79971471]",4
7349605.0,[24.39888792],[24.07260269],[0.09549049],[0.00639517],28,"[144056719, 4440209, 137865236, 175544106, 175106989, 4427203, 204934727, 251014216, 4564296, 4491216, 4420050, 4406230, 4429147, 4473183, 248481119, 4410209, 67367781, 213222629, 4455781, 4433256, 4516969, 4456038]",22
7354568.0,[14.21976415],[14.14531943],[0.06153318],[1.1772343],14,"[232093640, 141795626, 4606284, 4335279, 210974737, 231856308, 160593237, 141536149, 73809016, 84324761, 160829562, 73538011, 210716540, 13018684]",14
7354896.0,[10.66908914],[10.36271361],[-0.12812711],[1.16916523],73,"[225379712, 10605057, 79909632, 75820163, 10697864, 73486089, 4309004, 6582293, 156105370, 156217754, 158290586, 145581085, 156322461, 158196389, 145801894, 212716840, 75584810, 73466666, 223052716, 154101040, 214967605, 73511990, 143510967, 143514807, 4647994, 75739457, 73514308, 216829766, 6379206, 81882057, 12754633, 10769100, 225430733, 75790927, 227370065, 223289170, 214827733, 227474261, 143550556, 225495904, 12696549, 8627941, 156253926, 143544424, 81901417, 6487017, 79922795, 225259117, 6403310, 212947054, 12702447, 156085618, 82006514, 10678515, 75583481, 225275002, 145723260, 153850749, 81908863]",59
7360275.0,[25.5721362],[15.76631282],[-0.49688761],[0.79358494],6,"[137170096, 204194649, 420148930, 73654985]",4
7360353.0,[27.66390873],[23.98407271],[-0.28390268],[-0.32006559],8,"[15005731, 168772099, 86188103, 170870001, 242118421]",5
7367460.0,[26.42976169],[16.90368494],[0.49023142],[-0.46746457],17,"[246782464, 439938753, 246775842, 175603458, 84013094, 84013350, 134911815, 172949097, 4635767, 73850330, 248901787, 171253599]",12
7369301.0,[26.40447886],[20.21319009],[-0.38202312],[1.21346527],7,"[141466370, 210601770, 75824590, 143564784, 6598293]",5
7371069.0,[13.53657941],[13.5257087],[0.02705059],[-0.46529919],50,"[137479300, 4341775, 246259490, 242296099, 173325476, 137329829, 86114347, 84047151, 73780529, 202654769, 172916403, 168748596, 12974900, 73690807, 168904252, 171051837, 137281726, 6673344, 135350211, 259069511, 183169098, 204553164, 170851022, 246527186, 73583954, 84271444, 244363221, 258657750, 244211160, 137404636, 73546336, 4398304, 168927334, 86368616, 244222318, 137684463]",36
7376366.0,[21.24537585],[21.24111755],[0.01594672],[1.08859919],24,"[141567715, 79813639, 141491406, 73621011, 208565309, 10609823]",6
7377042.0,[11.39501599],[11.10377398],[-0.12056762],[-0.72097286],20,"[252356896, 181074657, 4332224, 239867458, 166858726, 84342984, 71418666, 84037835, 166516906, 181391422, 240029052, 181272094]",12
7377690.0,[20.9994288],[16.45974195],[0.37574035],[-1.24251833],6,"[158650565, 229956762, 10923669, 80111414]",4
7378490.0,[20.73717059],[16.66173107],[0.35785426],[0.75233165],6,"[181628137, 699509099, 772842980, 69574446]",4
7380674.0,[28.88225864],[28.73942696],[0.0599352],[-0.59942511],21,"[71508592, 134908537, 14920731]",3
7383554.0,[19.6506602],[19.04344122],[-0.13310381],[-0.59258321],13,"[166610270, 240301701, 84079398, 201984457, 71471154, 135213973, 245836949, 166942297, 4365501, 134901918]",10
7386246.0,[23.86714921],[23.83281603],[0.03455764],[-0.70243188],15,"[236000256, 12850946, 238266499, 259183812, 14948587, 164891950, 238097392, 84153172, 183720854, 71697110, 164728444]",11
7386978.0,[27.17606059],[27.1542688],[0.02703219],[1.3138112],30,"[235891085, 164507541, 164664474, 4510747, 73482270, 141447711, 164321439, 4436519, 4295727, 83977009, 164620212, 84205630, 210623299, 84123717, 141541450, 73716299, 141604685, 141413714, 14771924, 73643093, 73503068, 6374621, 14999268, 210713192, 14918122, 235780715, 210776689, 210583922, 235594870]",29
7391209.0,[8.21761946],[7.61837308],[-0.20787625],[1.48923956],6,"[225115683, 149754044, 157998485, 75579518]",4
7391345.0,[25.42272884],[16.05904974],[-0.48616271],[1.44224912],4,"[75597952, 145450165, 214568599]",3
7391370.0,[27.18876604],[24.77916434],[-0.22993313],[-1.63131684],7,"[150036491, 80031951, 437499538, 510884819, 152134136]",5
7395086.0,[19.23374826],[18.6397541],[-0.13306428],[-1.28924068],6,"[431428192, 79758713, 227364762, 427296972]",4
7397907.0,[28.43576232],[21.39537449],[0.4028942],[-0.96479827],6,"[519516761, 446191547, 164299454, 84207758]",4
7399978.0,[24.58624682],[24.51656412],[-0.0368209],[1.50700374],9,"[237788136, 77843146, 8635056, 164287888, 214693172, 164418136, 235559227, 145521471]",8
7400022.0,[25.42942435],[24.79098936],[-0.11943271],[1.32820269],9,"[412571088, 73567891, 210619813, 424854678]",4
7401736.0,[20.79417762],[20.78873682],[0.01752669],[0.18352466],21,"[145967623, 250903822, 177376922, 215227548, 177534375, 177437098, 255271214, 144180785, 215140152, 146183737, 77999035, 8792258, 213351368, 67507791, 67567191, 179803997, 146055517, 148065011, 399735]",19
7403851.0,[28.76187039],[27.78574952],[-0.13975689],[-1.28965987],11,"[79781033, 153984049, 10570994, 81905685, 225244759]",5
7404972.0,[13.96304084],[13.88150539],[0.06471657],[-0.59999262],28,"[73538180, 221368333, 10666639, 210751510, 141809559, 12725655, 229588633, 81928481, 210978467, 212622250, 141644724, 158313013, 79879223, 10883258, 221074748, 4584766, 4337215, 141343043, 210814659, 229736908, 12960975, 82165077, 154312150, 154013401, 80095327, 141560674, 158463077, 73792381]",28
7405938.0,[14.27956273],[14.22859663],[-0.04192061],[1.20836533],17,"[141393665, 158255137, 229531750, 81859431, 210556168, 141659177, 12656619, 73502988, 157904140, 6661584, 143491568, 229183575, 160001272, 212653561, 73772828, 6390463]",16
7407202.0,[18.30101292],[14.49273371],[-0.35874717],[1.56143723],6,"[145664048, 216899233, 75699170]",3
7408030.0,[23.80762569],[22.65170201],[-0.16833248],[0.70008341],7,"[423006840, 258793563, 183342979, 69288453]",4
7408992.0,[8.60342959],[8.55672974],[-0.05284686],[-0.20817196],32,"[135156354, 375555, 172920325, 86169869, 172951317, 73592482, 4267170, 14830884, 248381477, 86135334, 202246826, 258855467, 135169330, 248413242, 183556155, 259004090, 248405821, 67475005, 183836606, 71694799, 70102, 4385116, 67177952, 175281636, 73473776, 175025136, 248663411, 175017717]",28
7409738.0,[13.54636499],[13.54075028],[0.02080267],[0.91981416],58,"[79860482, 79953667, 210722180, 150241542, 10647182, 208595343, 152332815, 139380242, 139400340, 154510461, 141539224, 213061530, 4361757, 10822558, 73841694, 79851805, 217417378, 4336935, 10613672, 221596458, 80033070, 73560751, 146154160, 208550972, 79817276, 141400768, 210577859, 6740170, 143874766, 4355163, 139423073, 225524194, 152338917, 146068072, 73568876, 73540462, 10650734, 10747505, 81957619, 82051060, 225752184, 154430201, 152336507, 219405949, 219405950, 148146303]",46
7409850.0,[22.71605834],[22.1812142],[0.12521864],[1.35351943],10,"[75639704, 163062545, 755512651, 143646542]",4
7411659.0,[20.79916291],[20.78498702],[0.02530191],[0.26183715],32,"[148166048, 215218987, 67409740, 177164168]",4
7413801.0,[18.95269199],[10.31566534],[-0.54606626],[-0.31830397],7,"[170557784, 245940169, 86085004]",3
7414510.0,[24.0931189],[23.95862793],[0.06337781],[-1.68645384],32,"[242428544, 14919042, 77986436, 147996169, 8779929, 219271066, 168929314, 78000037, 169059109, 241968040, 150153130, 242549809, 8792246, 219323964, 221181894, 168596295, 15068489, 171283914, 149915209, 86371156, 77955285, 150309077, 77844061, 168819040, 8751588, 221310960, 150042225, 8636528, 150093559]",29
7419552.0,[18.54910978],[18.54906937],[0.00601913],[0.54364787],20,"[69405317, 181353479, 671684328, 223919850, 678059923, 183450869, 69357948]",7
7419558.0,[17.73520523],[16.84480458],[0.18101379],[0.69496401],8,"[202352003, 154599500, 71458525, 135261406]",4
7420256.0,[7.98913965],[7.96497994],[0.04793146],[-0.53533495],72,"[181555841, 183357314, 174940803, 248316163, 256970373, 172899080, 172990856, 256992648, 256670731, 181412616, 183370381, 178904590, 248364175, 257020048, 256772237, 181178003, 174887581, 248379296, 248258084, 256671268, 181290918, 178799144, 179332139, 181430967, 172920892, 250723902, 177322303, 175075659, 256768332, 258914769, 71464408, 258818522, 183410395, 183445085, 174970846, 254618591, 179053662, 254792418, 248330852, 258837733, 180919665, 67280757, 174996470, 183510262, 181004536, 258767865, 179175285, 250413301, 181527421]",49
7420497.0,[24.92028872],[15.37299368],[-0.49664705],[0.57749484],5,"[71530161, 258729779, 183321437, 2299941]",4
7421091.0,[23.15558175],[16.78152975],[-0.41591047],[-1.41142089],6,"[79828801, 441070553, 153966614, 225197887]",4
7421762.0,[26.27483336],[25.63312945],[0.12744942],[0.48608155],7,"[69599060, 252812493, 177339414]",3
7422502.0,[23.28989027],[20.80823264],[-0.25299479],[-1.63289304],6,"[220996305, 77687457, 149749348]",3
7423311.0,[23.91393546],[19.66654305],[0.33986275],[-0.99486358],6,"[80034600, 158582613, 229886735]",3
7424209.0,[17.99940264],[14.90494019],[-0.32456852],[1.43282519],8,"[73695235, 214866418, 75791093, 143626040, 6569946]",5
7425645.0,[24.55338822],[24.43073122],[-0.05048766],[-0.58374767],18,"[164742008, 238104785, 135166080, 71382318]",4
7427473.0,[12.84102377],[12.76778742],[0.06401536],[0.39391393],14,"[71738032, 202559514, 135476396, 2534702]",4
7430575.0,[25.10827301],[23.2139748],[-0.21152841],[-0.47894197],6,"[473272236, 406180036, 86258630, 168852191]",4
7431166.0,[17.11234652],[17.02382102],[0.06119413],[-1.31556739],11,"[249004729, 154269261, 80069593, 156615645]",4
7431891.0,[27.44697807],[27.4327676],[-0.0129489],[-0.20603667],14,"[239860389, 145526117, 239900264, 86176401, 168630996, 145440854, 145573599]",7
7433660.0,[21.52602685],[20.99629808],[0.12791977],[1.61230169],54,"[238257280, 154549508, 75812100, 86355205, 14877321, 75793675, 150054926, 233899283, 227596820, 223421850, 152084891, 167129627, 6669979, 167130655, 162552095, 6719272, 374440, 221415469, 164760366, 6607405, 84231728, 6584884, 148200763, 216998204, 156646648, 14960711, 15019467, 86182348, 160537427, 150400214, 236036057, 240500955, 227590365, 152109920, 154375399, 160715116, 150156142, 77751791, 75876464, 225447920, 160860271, 78018035, 67481071, 219466357, 164723055, 77909752, 166981498, 86262395]",48
7434721.0,[11.14925046],[11.13088325],[0.03664472],[-0.28183765],56,"[170944770, 181109891, 264709, 172827781, 313996, 181027469, 258666637, 246085903, 86199058, 246443419, 256613277, 173097121, 69407266, 246400420, 135379112, 2414894, 246073393, 246094394, 183349053, 246408638, 256575679, 67420864, 246114625, 183240770, 246336583, 172718664, 181131339, 183505743, 172709456, 246191698, 246106451, 256496338, 173073623, 71695576, 67375964, 135299165, 172725852, 258818401, 216548, 181149542, 172751208, 173031914, 67309676, 183200621, 172737902, 246462831, 71622768, 173042160, 135299308, 258710638, 256595316, 172974457]",52
7435599.0,[17.75241866],[14.7357216],[-0.32260031],[-0.11647411],7,"[172786521, 477245961, 86060682, 410129427]",4
7439490.0,[18.55975245],[18.53462183],[-0.02394575],[-1.62033441],39,"[8529794, 332165, 151689, 223528714, 151980427, 244187659, 78029847, 152116890, 173152667, 8460709, 170881063, 152017448, 244224296, 67251378, 223209138, 172917171, 143797, 173430215, 77733194, 223248843, 172955083, 223291727, 154348756, 8827990, 223385054, 77747550, 77873248, 246515678, 67178343, 244251500, 69742, 77666932, 67443831, 246285049, 151937660]",35
7439806.0,[27.54107853],[27.42901004],[-0.04508806],[0.26062631],11,"[147641544, 176969377, 250618984, 67410007]",4
7440316.0,[27.29520324],[27.09023148],[-0.06301423],[-0.98832856],8,"[254232678, 158188038, 519472907, 81884588, 160285683]",5
7441434.0,[23.89611063],[21.41613022],[-0.24955506],[1.00879174],7,"[426830597, 204310862, 428927216, 2344051, 137258966, 498125402, 71563198]",7
7442288.0,[10.84211104],[9.58106601],[-0.26480092],[1.26200701],8,"[229383866, 73768964, 158088198]",3
7443863.0,[9.94742528],[7.46564239],[-0.39482786],[0.54760991],7,"[216686088, 208529898, 2373966, 149583730, 71596722, 137307732]",6
7444673.0,[27.23694159],[27.23544512],[-0.00093869],[-1.16004314],61,"[179442051, 227630981, 227341958, 156361607, 156070792, 80123532, 67399820, 86266639, 227615889, 86349074, 156344467, 179493780, 248215701, 252762259, 174846617, 79933595, 8777501, 80058782, 69565472, 86346277, 8664614, 252515753, 2331818, 156218030, 80080559, 86320435, 69639475, 227485621, 177210166, 252810807, 67347128, 67346617, 67489468, 67457727, 67439300, 69480005, 67480006, 252859977, 156317650, 86439507, 67447257, 179394265, 2457436, 156046301, 227587292, 179146213, 10917606, 252485607, 227315438, 156427376, 2530161, 69439860, 10852855, 2371450]",54
7444701.0,[12.52173599],[11.80647396],[0.19287719],[-1.09032061],11,"[160598848, 250917091, 175457798, 233975750, 167114958, 177555442, 175588626, 240489941, 82144342]",9
7445516.0,[24.88098677],[23.3464603],[0.20028336],[0.12550242],52,"[208456581, 250733829, 177515408, 67453334, 177648407, 175233561, 139604008, 204802858, 6690987, 208632244, 179617079, 139669821, 250700354, 141560007, 67306951, 75885257, 75848397, 75898589, 177364195, 175015281]",20
7448141.0,[28.80175435],[24.38983321],[0.315293],[-1.37797118],6,"[225714569, 154418778, 80120995, 10925797]",4
7448911.0,[22.74124842],[22.08970448],[0.13768509],[-1.45222202],9,"[223512634, 77932332, 154328821, 152231686]",4
7450040.0,[25.3654748],[21.33200589],[-0.31158635],[0.23572771],6,"[67227737, 176967827, 415983196, 485184901]",4
7450121.0,[25.44102136],[25.4330644],[-0.00898063],[1.42074894],65,"[212780294, 235798794, 143606539, 75711116, 75641997, 145647224, 147442575, 214658445, 6594452, 235811352, 235856922, 12795931, 143668252, 214832286, 212841502, 6358560, 158051107, 235443237, 6734503, 145659559, 214883501, 216623918, 75801522, 6482228, 145711284, 75565110, 12779319, 164397627, 6428221, 12770878, 12718144, 143707969, 75941062, 84027725, 75688525, 84098900, 164528468, 75634263, 237767643, 164585052, 143829600, 164540771, 214818663, 84082280, 164168811, 229312876, 6504815, 6435697, 84073586, 84021365, 214877686, 145703928, 237896185]",53
7451772.0,[21.25108341],[18.90117626],[-0.25791199],[0.16937196],6,"[184890, 67174419, 177039983]",3
7451843.0,[9.82040539],[9.82001551],[0.00979687],[-0.59518153],62,"[86331522, 69470594, 84274823, 67523592, 179411856, 252781203, 250762515, 179421079, 181532186, 177316634, 86390303, 171155616, 86071585, 86261153, 69566630, 242271272, 12872491, 246454956, 244455213, 168898222, 4570796, 252783790, 15031092, 356664, 86348476, 168910525, 86130239, 71677760, 13038148, 177452485, 2466502, 254851398, 168985032, 242274633, 86323273, 86192201, 179495378, 86263636, 67306709, 12970070, 67372758, 69576024, 246629593, 4481754, 181482332, 242349917, 14955100, 84175710, 170984928, 171079900, 168947812, 257001445, 67440358, 67242468, 71589993, 244409834, 67186158, 2363630, 84341877, 15046518, 250671481, 248729467]",62
7458954.0,[28.14871896],[28.09312941],[-0.02992914],[-1.49552336],18,"[8584547, 151733126, 67293798, 172759885, 77660208, 152170865, 162084722, 246308370, 77950260, 246129748, 172938256, 151937662]",12
7459935.0,[23.30798329],[23.29832132],[-0.01107503],[1.40944785],27,"[143846794, 86208652, 143744654, 167075608, 144027034, 166732702, 4458527, 4423970, 15131431, 238151733, 73665082, 73630266, 4636746, 212838224, 14906196, 73840984, 86435676, 238005090, 143661676, 166884721, 213202037, 212916607]",22
7461160.0,[16.3869291],[16.18397612],[-0.08234839],[0.24543126],20,"[170774040, 244001428, 67206894]",3
7463260.0,[28.99112663],[28.24394034],[-0.12107803],[-1.67145132],7,"[77970554, 219195690, 150031750, 435559743]",4
7468510.0,[9.89761618],[7.56254959],[0.39305293],[0.80544495],6,"[210917233, 71559500, 4334814, 150377623]",4
7470573.0,[19.28616098],[19.28614643],[0.00418385],[1.69926605],19,"[86399330, 8792808, 78046923, 148023564, 15094860, 169018510, 148073744, 219294359, 150120953, 240288029, 77997531, 219346589]",12
7470629.0,[28.54736219],[26.51462139],[-0.20528216],[1.57853513],6,"[435210920, 77886410, 217011883, 147857861]",4
7471135.0,[14.52125688],[14.34305066],[0.09167809],[-0.8032169],23,"[225561856, 206613793, 208922082, 227911400, 81977992, 73792490, 82153388, 139543761, 156631639, 156383322]",10
7471998.0,[26.90728268],[26.69281261],[-0.06507064],[1.45003958],7,"[162222336, 235595425, 77791720, 164319469, 214933677, 8713395, 145765788]",7
7472015.0,[8.88877445],[8.88620479],[-0.00844876],[-0.1889321],37,"[183644675, 259048074, 257001483, 177276557, 67400080, 283926, 67395356, 73685923, 67494696, 386089, 252748970, 135356334, 259053108, 71579194, 254898624, 177331781, 71651913, 259108426, 69558229, 175254493, 177280221, 137452765, 4584928, 179438311, 4480872, 252744044, 135410412, 259099376, 135354736, 4472050, 250710770, 202438263, 135409786]",33
7473750.0,[20.63223798],[17.34034566],[-0.31214226],[0.86739763],6,"[206266089, 71430444, 137118589, 4306870]",4
7476611.0,[23.55106471],[18.0569715],[-0.38099887],[0.58114297],7,"[491507652, 69422630, 420197130, 183389053, 2424721, 422293750, 258811453]",7
7476621.0,[26.12426372],[23.88731683],[-0.22586927],[-1.3574103],10,"[79824964, 426646152, 517078638, 156142776, 434853178, 227395038]",6
7478019.0,[18.54388987],[9.30817227],[0.58329714],[-1.62026427],7,"[225890528, 80040429, 152432643, 8772381]",4
7478238.0,[17.79816],[16.87040128],[0.18438207],[1.47372661],8,"[215136666, 75835835, 6636709, 145948878]",4
7479099.0,[12.52932962],[12.13746667],[-0.13395257],[0.41845604],6,"[143305025, 69287362, 256684594, 75306]",4
7480092.0,[17.82105276],[17.82033809],[0.00982122],[0.49998351],24,"[181499425, 137381734, 206547412, 71696373, 2490198, 77908634]",6
7482038.0,[25.72559049],[25.58835229],[0.0620647],[1.34289332],6,"[141642104, 210819203, 73689022]",3
7485558.0,[22.63405774],[22.46399766],[-0.06303365],[0.26985625],19,"[149689732, 218870922, 237197, 79929005, 141354705, 73612854, 210541019]",7
7487567.0,[24.63555971],[24.08663518],[0.12193276],[0.98432294],13,"[141247974, 4449386, 81971660, 156116461, 73648047, 210434512]",6
7487614.0,[20.71842485],[20.07667445],[0.14299676],[1.60988039],8,"[75640946, 240523955, 152519830, 167167519]",4
7489812.0,[19.12465402],[18.20380333],[0.17733861],[1.6723243],10,"[148045376, 77931476, 8732118, 219328727]",4
7490618.0,[14.3451539],[12.08364203],[0.31993925],[0.41390929],7,"[183824885, 753508683, 69611172, 181728261]",4
7491463.0,[28.23820321],[24.24472203],[-0.29310182],[-1.5649228],7,"[214770369, 518666630, 145623944, 443176715, 75639092, 6552375, 445273592]",7
7494270.0,[9.66751321],[9.65830592],[-0.01930013],[0.78098439],30,"[71625097, 79993481, 10922638, 206578575, 152372368, 211009299, 137409951, 2420516, 204524327, 217158184, 71607991, 10787769, 219184315, 71704381, 150009932, 2400079, 150096976, 80132695, 71568345, 4600537, 219143908, 139519462, 141818350, 137449969, 208706931, 2360691, 79895930]",27
7495023.0,[20.54176166],[18.48686172],[-0.24484377],[-1.67011944],7,"[149824976, 75645537, 439785484, 218977839]",4
7496898.0,[26.32600512],[24.27146867],[-0.21526916],[-1.3591429],7,"[154238982, 10939882, 156336884, 445901498, 225489947, 80021663]",6
7497051.0,[21.74207018],[21.26758652],[-0.1109916],[0.44886195],10,"[69391841, 179195974, 220767176, 145251433, 151586517, 254654037]",6
7497681.0,[13.94544455],[13.51797481],[0.14228136],[1.4282375],29,"[15053313, 86352898, 4603532, 2350223, 235667, 171234589, 71717917, 4346912, 183786661, 67338152, 246685101, 86318893, 15016759, 177475391, 67189439, 94146, 259384771, 4537041, 135699802, 139446237, 73548895, 71647072, 248854499, 171281509, 206535654, 373999, 71564016, 67479283]",28
7498810.0,[23.39850604],[23.00773443],[-0.09644178],[-0.35628924],20,"[258828544, 168616328, 168942858, 241977492, 15023125, 177367446, 242302747, 71544992, 181624620, 86329915, 181098689, 254471234, 317252, 135122393, 67406173, 2319968, 181277288, 177000681, 202205679, 171040503]",20
7499585.0,[24.40558685],[19.36348195],[-0.35737742],[-0.33018635],6,"[86080361, 474664378, 170685395, 407559399]",4
7500448.0,[7.86102166],[7.83780076],[-0.03770154],[-1.11216629],48,"[170847235, 84212483, 82133637, 10685701, 244364813, 196240, 242023442, 83975188, 10829333, 162535830, 84020251, 242134046, 83954977, 83955233, 67420467, 170744372, 84118331, 236017469, 173086025, 84213074, 84212563, 86239188, 84212819, 235757655, 12663515, 86114013, 86114269, 86081249, 313953, 84030307, 86310885, 235889510, 86164967, 84029287, 81871209, 172944362, 84029797, 84016742, 162656877, 67301740, 86108145, 86106867, 12782836, 86107123, 86107379, 246461944, 83959420, 81990526]",48
7500559.0,[12.36964813],[12.22955977],[0.08825735],[1.28168427],26,"[73716258, 212736518, 214833911, 143560014, 73473298, 160442707, 229972276, 143891573, 4611895, 73814616, 221790174, 143711839]",12
7501577.0,[23.0029787],[22.96492457],[-0.02698034],[1.09465468],40,"[81893633, 12689802, 139612815, 73520793, 414752797, 73668771, 73549993, 73622697, 139297590, 73729979, 208639679, 139405127, 231352922, 4462171, 208785636, 139466607, 83991280, 139548274, 4522611, 208467576]",20
7503193.0,[20.99007906],[19.23104315],[-0.22336804],[-0.24024263],6,"[170970228, 15045204, 244316237, 86357862]",4
7505010.0,[8.73180508],[8.73168838],[0.00772609],[-0.19638775],25,"[67402374, 202698503, 252924049, 137510036, 137737115, 177442204, 175198237, 73729951, 73681056, 179793577, 204524986, 250668610, 175180358, 67534415, 431194, 286303, 67394144, 204579810, 4522341, 250646634, 137450862, 4476529, 204796147, 294012]",24
7505018.0,[11.39299128],[11.38441004],[0.02635146],[-0.45644046],35,"[135489153, 259181067, 244249749, 175448470, 12806935, 257260574, 135260961, 137462947, 135666345, 84110122, 14898859, 168781100, 246552493, 73628719, 86200240, 246407991, 246387385, 73770556, 73625665, 6658510, 173034714, 12727391, 86323683, 171084389, 84029555, 170922615, 202558457]",27
7505042.0,[13.93921594],[13.68870007],[0.10997305],[0.06783187],17,"[144038820, 211118533, 177624262, 69368518, 253088168, 175218377, 143972043, 14963566, 86262098, 75821204, 424629, 6495319, 211038871, 67537780, 6685501]",15
7505782.0,[26.2502553],[26.16737691],[-0.03913321],[-0.0877518],46,"[145645060, 164822033, 86440088, 15011226, 216825248, 168631712, 14776358, 229418922, 164702516, 164518197, 15005110, 156052536, 216918970, 86080574, 86304705, 217066178, 242050757, 14804425, 233720142, 75820113, 82148563, 86179929, 168685146, 160538845, 86102238, 75583583, 242320351, 147651808, 6379106, 242214628, 10693734, 162743922, 147742451, 86328690, 168848244, 147892215, 166919161, 168955516]",38
7506182.0,[26.00440583],[25.13676822],[0.14825268],[-1.56735185],10,"[77930288, 709380793, 772395178, 705342690]",4
7507016.0,[16.11124913],[15.50607312],[-0.14733996],[-0.91116622],7,"[233689056, 160336505, 79842823]",3
7507580.0,[14.85863688],[14.85851045],[0.00714737],[-0.10506627],41,"[141690626, 210730373, 175133445, 338057, 141572618, 210861193, 250744203, 6637966, 250850325, 6506389, 141788438, 210747545, 6514079, 250640288, 75845541, 250603301, 75712935, 75721390, 177674802, 210960051, 175276339, 67322169, 175177274, 209011261, 177232829, 67402572, 135853133, 214099, 293463, 67319639, 259524185, 177476824, 143653858, 250598757, 141942120, 211309, 143788269, 255274867, 177230835, 143670006, 67445622]",41
7513125.0,[21.64412307],[21.25587216],[-0.100139],[1.65702524],9,"[216949272, 147783276, 75639095]",3
7520701.0,[26.94730384],[26.9421836],[-0.00592691],[0.89881461],20,"[204657728, 137668962, 204748038, 227987819, 156719149, 82204656, 137579924, 137485461, 206845430, 4605558, 10900856, 156519220, 156440085, 227788918, 227709526, 73770974, 73810911]",17
7521743.0,[25.77154737],[24.04795382],[-0.19872485],[-0.84119524],6,"[450110272, 12843554, 84021891, 162438692, 235791027, 525591422]",6
